bnf_code,name,items,net_cost
23803368003,Opus_SkinSafe Non Sting Prote Film,666,40008.6
23450104502,Hollister_Adapt Lubri Deod Liq,463,7529.02
23454404501,Shaw_Forest Breeze Deod,111,1047.2
21020001280,M.Sauer iQ Nelaton Male Size 10-18 (30-Pack) Cath,79,14277.18
21020000843,Bard HydroSil Go Intermit Fle Nelaton 8-18 (30-Pack) Cath,253,39852.12
1003020N0BIAJA0,Deep Heat_Pain Relief A/Spy 150ml,96,377.91
23453364514,Opus_NaturCare Zest Deod A/Spy 50ml,166,1817.24
20030500100,Iodoflex Paste 5g Wound Dress H/Gel Ster,928,20676.24
23803378005,Respond_Guard Barrier Crm,241,1800.74
21220000232,Cetraben Lot 200ml,538,2764.0
23804708000,Smith & Nephew_Secura Barrier Film P/Spy 28ml,124,1014.42
0704050B0BCAIBN,Viridal Duo_S/Pack Inj 40mcg Cart,66,3788.41
20031400043,Bapscarcare Gel 20g Wound Dress Slc,25,719.04
21220000304,Flamigel RT Gel 100g,159,2468.67
21012400116,Vamousse Aero 160ml,9,131.18
21020001497,Hollister VaPro F-Style Male Size 8-16 (30-Pack) Cath,82,9603.0
21020001409,LoFric Origo+Water Nelaton Paed 30cm Size 8-12 (30-Pack)Cath,49,10311.56
21220000296,Ultraveen Itch Relief Crm 125ml,34,237.32
1310040V0BBAEAE,Hedrin_Soln Spy 4% 120ml,20,219.8
1202020C0AAAEAE,Ephed HCl_Nsl Dps 1% BP,52,102.82
21020001289,Peak UltraSmooth MCath4 Nelaton 40cm (60-Pack) Cath,25,2079.0
23453364510,Opus_NaturCare Deod A/Spy 50ml,63,682.72
1311040K0AAABAB,Povidone-Iodine_Pdr Spy 2.5% 100ml,65,716.4
21300000181,Ocu-Lube Hypromellose Eye Dps 10ml P/F,243,1702.0
21020001390,WyCath Uncoated Nelaton+Tapered Tip Paed 6-10 (30-Pack) Cath,33,3696.0
20100000701,Mepitac 4cm x 1.5m Surg Adh Tape Soft Slc Fixation,67,2091.55
21020001506,GentleCath Glide Hydro Nelaton Male 10-16 (30-Pack) Cath,125,13791.96
0607010T0AAAAAA,Quinagolide HCl_S/Pack (25mcg/50mcg Tab),41,9187.5
23806008002,C D Medical_Clinifilm Barrier Crm 100g,13,104.0
21200000007,Jobst UlcerCARE Lge Compress Liner,121,3131.2
20030300028,L-Mesitran Oint 20g Wound Dress H/Base Top Applic,44,265.88
21020000971,Lofric Hydro-Kit Nelaton Tiemann Non-PVC 10-18 (20-Pack)Cath,13,3387.78
23804808013,ConvaTec_Sensi-Care Sting Free Prote Barrier Spy 28ml,61,613.11
21190000010,Caphosol Disper (30) Tab,63,4730.64
20100000593,Hypafix 15cm x 10m Surg Adh Tape Perm Non-Wov Syn,76,711.0
20090000494,Acti-Fast 2-Way Stch 7.5cmx1m (Blue) Stkntte Elasctd V/Tublr,115,176.28
21020001351,OptiSmooth Hydrophillic Fle Size 8-16 (30-Pack) Cath,15,2088.6
21020001189,Coloplast SpeediCath Compact Set Fle Size 14 (20-Pack) Cath,47,11992.96
21020000215,Bard Reliacath Plas Nelaton Fle 12-16 (5-Pack) Cath,27,3471.0
20031400023,Kelo-cote UV Gel 15g Wound Dress Slc,10,196.68
20150000007,LiquiBand Flow Control 0.5g Amp Skin Adh Ster,22,176.0
21020001305,Bullen Hi-Slip Hydro Nelaton Male 8-22 (30-Pack) Cath,39,3522.6
1202020P0BJACAC,Sudafed_Congest Relief Nsl Spy 0.1% 10ml,6,27.68
21220000288,Exmaben Crm 500g,27,114.75
21300000308,Teardew 0.3% Hypromellose Eye Dps 10ml,4,4.95
21020001303,Peak UltraSmooth Hydro Meatal Dilator Size12-18(30-Pack)Cath,21,921.6
21020001345,Teleflex Mobile SL Fle 8-14 (60-Pack) Cath,9,2671.27
20090000334,Comfigrip 7.5cm x 0.5m Stkntte Elasctd Tublr Band,5,4.62
21020000286,Pennine Fle Pre-Lube Nelaton Size 8-16 (10-Pack) Cath,5,248.75
20100000601,Omnifix 5cm x 10m Surg Adh Tape Perm Non-Wov Syn,5,17.36
21020001241,LoFric Insti-Cath Nelaton Fle 8-14 (30-Pack) Cath Wellspect,10,1908.06
21020001301,Peak UltraSmooth Plus Hydrophilic Nelaton Fle 8-18 (25-Pack),9,831.25
23800108008,Hollister_Adapt Barrier Strip 6g,1,16.12
21020001211,B.Braun Actreen Fle Glys Luer Lock Nelaton 8-16(10-Pack)Cath,8,320.88
20031400058,Bapscarcare Gel SPF 10g Wound Dress Slc,2,59.6
21020001462,Pioneer mtg EZ-Advancer Intermit Male Soft 12-14 (25-Pack),2,283.32
20090000545,Acti-Fast 2-Way Stch 20cmx1m(Purple) Stkntte Elasctd V/Tublr,5,52.16
20090000552,Unspecified Stkntte 17.5cm x 0.5m Elasctd Tublr Band,4,21.62
0801030P0BEAFFJ,Zlatal_Inj 12.5mg/0.5ml Pfs,4,237.6
21140000030,LINC Pure Syrg Lubricant Gel 6ml,4,6.8
21020001489,Hunter Aloe Orig Plus Male Size 10-16 (30-Pack) Cath,3,627.12
20100000727,Primafix 15cm x 10m Surg Adh Tape Perm Non-Wov Syn,1,3.58
20090000660,Ribbed Cott 25cm x 5m Stkntte Tublr,1,26.13
1311070S0BBAZAA,Larvae_200 Boot Pack,1,184.58
20090000682,CLINIgrip 12cm x 0.5m Stkntte Elasctd Tublr Band,1,3.12
21220000243,Enopen Crm 500g,1010,6805.65
21300000111,Hylo-Forte Sod Hyaluronate Eye Dps 0.2% P/F 10ml,82955,1033619.0
21300000112,Hylo-Care Sod Hyaluronate Eye Dps P/F 10ml,3567,45206.7
21300000404,Sno Tears 1.4% Polyvinyl Alcohol Eye Dps 10ml,3743,5451.58
21300000300,Optive 0.5% Carmellose Eye Dps 10ml,18435,185759.49
21240000120,Almus Sod Chlor 0.9% Nsl Dps,5879,6961.68
23803108010,3m Health Care_Cavilon No Sting Barrier Film P/Spy 28ml,7318,70094.64
23802228000,Ilex_Ilex Skin Protectant Paste 57g,343,6554.75
21140000015,OptiLube Ster Lubri Jelly Sach 5g,871,3314.53
21020001194,Coloplast SpeediCath Control Male Size 12 (30-Pack) Cath,192,33230.46
21140000025,Cathejell Lidocain Lubricant Gel 8.5g,328,1145.52
21210000023,Salivix Spy 50ml,307,1793.4
23453374518,Respond_Neutralise Cinnamon & Sandalwood P/Spy 50ml,104,924.32
21300000161,Lumecare Advance Carmellose 0.5% Eye Dps 10ml,923,7387.05
20100000712,3M Micropore Silicone 2.5cm x 5m Surg Adh Tape Soft Slc Fix,153,1222.75
23800908007,CliniMed_Clinishield Barrier Wipe,322,7721.22
21300000134,Optive Fusion Sod Hyaluronate Eye Dps 10ml,6098,57530.69
21200000048,Activa Leg Ulcer Hose Kit Exlge O/T Compress Liner Pack,141,3183.2
20100000531,Micropore 1.25cm x 5m Surg Adh Tape Perm Non-Wov Syn,314,413.28
21020000283,Pennine Male Nelaton Size 12-16 (10-Pack) Cath,135,7891.52
21020000305,LoFric Non PVC Nelaton Fle 15cm 8-14 (30-Pack)Cath Wellspect,192,28809.0
20030500105,Iodosorb Oint 10g Wound Dress H/Gel Ster,182,2255.61
21220000251,Isomol Gel 100g,1572,7973.8
20031700016,Flaminal Hydro 15g Tube Wound Dress Protease Matrix,944,17243.17
21020001044,Rusch Flocath quick Nelaton Male 8-18 (30-Pack) Cath,201,28273.95
21020001277,M.Sauer iQ Orig Solo Hydro NelatonDbleWrapMale10-18(30-Pack),1,94.36
1203030M0AAAQAQ,LidoHCl/Chlorhex Glucon_Spy .05%/.2%30ml,47,229.5
20090000936,CliniFast 5cm x 1m (Green) Stkntte Elasctd Viscose Tublr,37,72.57
23803378007,Respond_Renew Prote Pdr,257,1671.52
1304000G0BDAACC,Clarelux_Foam Aero 500mcg/g 100g,5,66.36
20030500020,Granugel 15g Wound Dress H/Gel Ster H/Coll,60,1279.71
23452254504,Anglo Venture_Friends Ostomy Deod Victorian Rose P/Spy 75ml,22,160.08
20030500060,AquaForm H/Gel 15g Wound Dress Ster,104,1978.99
21130000102,Optiflo R Cath Maint Soln 50ml,464,17553.36
20100000543,Scanpor 5cm x 5m Surg Adh Tape Perm Non-Wov Syn,348,1253.07
21020001337,B.Braun Actreen Male Olive Tip Tiemann Lite Nelaton 8-18(30),33,6512.15
21210000015,A.S Saliva Orthana Spy Refill 500ml (App),81,3392.73
20100000613,Zn Ox 1.25cm x 5m Surg Adh Tape,4,5.3
21020001388,WyCath Uncoated Nelaton+Tapered Tip Male 10-16 (30-Pack)Cath,5,588.0
21200000105,Altipress Short Sml Compress Liner Pack,21,400.52
21220000291,Dermatonics Once Callus Removing Balm 75ml,62,247.0
21200000113,Altipress Regular Exlge Compress Liner Pack,28,647.9
1312000C0BDACAW,Odaban_A-Pers P/Spy 20% 30ml,35,260.91
21020000212,Bard Reliacath Plas Nelaton Male 12-16 (5-Pack) Cath,27,3416.4
21240000115,Nozoil Nsl Spy 10ml,53,282.1
21020001342,Teleflex Liquick Base Paed 8-10 (60-Pack) Cath,26,5687.22
1304000G0AACCCC,Clobetasol Prop_Foam Aero 500mcg/g 100g,15,199.08
21012500118,Oleax Olive Oil Ear Dps Ear Wax Softening Med Dev 15ml,32,49.0
21020001513,Peak UltraSmooth Aqua Hydro Nelaton Male 8-18 (30-Pack) Cath,25,3050.4
0407010X0CWAAA0,Day & Night Nurse_Cap,2,10.82
1203030B0BQABAI,Ultra Chloraseptic_P/Spy 15ml (Cherry),2,9.63
20090000640,Ribbed Cott 15cm x 5m Stkntte Tublr,4,37.8
21180000044,Osbon ErecAid High Tension Rings,6,549.0
21220000303,Ultraveen Moist Crm 125ml,4,20.34
1310020Y0AAAPAP,Tolnaftate_Liq Spy 1% 150ml,2,7.1
20050400158,Optifahl Cleaning Wipe (30 Pack) Tracheo Cleaning Device,4,68.25
0801030P0BEAEFI,Zlatal_Inj 7.5mg/0.3ml Pfs,4,267.4
20040200300,Ribbon Gz 1.25cm x 5m Ster Absorbent Cott & Viscose,1,5.34
23452704509,Loxley_Lemon Day-Drop P/Spy 50ml,1,6.9
21020001056,Rusch Flocath Intro Gel Fle 8-16 (30-Pack) Cath,1,68.48
23150955500,CliniSupplies_ZenSetiv Adh Remover Spy 50ml,1,11.8
20090000678,CLINIgrip 8.75cm x 0.5m Stkntte Elasctd Tublr Band,1,3.0
21020001402,WyCath H2O Nelaton Tiemann Tip Paed 30cm 6-10 (30-Pack)Cath,4,840.0
21020000927,Hunter Aloe Orig Paed 6-10 (30-Pack) Cath,1,454.4
1502010J0BEAABY,Emla_Crm 5%,17456,87680.88
1108010F0AAAAAA,Hypromellose_Eye Dps 0.3%,118151,156821.91
21020001005,Hollister Advance Intermit Male 8-18 (25-Pack) + Tip Cath,379,49788.54
21220000124,AproDerm Colloidal Oat Crm 100ml,1249,7979.2
23800908015,CliniMed_Welland Stoma Paste 100g,61,1175.46
0410020C0BBACAC,Champix_2Wk Tt Init Pack (Tab 0.5mg/1mg),1797,49549.5
1201010B0BBAAAF,EarCalm_P/Spy 2% 5ml,1344,6047.5
23154801502,ConvaTec_ConvaTec Niltac Sting Free Medic Adh/Rem A/Spy 50ml,2882,78114.64
23150101505,Hollister_Universal Remover Wipes,106,2254.62
21300000163,HydraMed Sod Hyaluronate 0.2% Eye Dps 10ml P/F,4066,30542.4
20100000552,Unspecified Surg Adh Tape 2.5cm x 5m Perm Non-Wov Syn,955,1031.85
21020001020,Hunter Emteva Size 12 (30-Pack) Cath,18,3580.18
21300000100,Oxyal Sod Hyaluronate Eye Dps 10ml,3916,21887.1
1302020D0BGABAG,Sprilon_A/Spy 115g,72,720.9
21220000273,Hydromol Sod Pidolate Crm 2.5% 50g (App),519,4315.05
21020001336,B.Braun Actreen Male Lite Nelaton 8-18 (30-Pack) Cath,215,38323.3
21240000105,Mandanol Sod Chlor 0.9% Nsl Dps,2458,2894.76
21130000118,Uro-Tainer Twin Solution R 2 x 30ml Cath Maint Soln,411,18044.1
21020001170,Rochester Hydrosil Gripper Male Size 10-18 (30-Pack) Cath,1095,169832.4
23463364601,Opus_AbsorbaGel,468,39733.19
20100000750,Hypafix skin sensitive 10cm x 2m Surg Adh Tape Soft Slc Fix,21,212.25
21020001095,Hunter HunterCath Male Size 10-16 (30-Pack) Cath,109,26903.93
21020001091,Hunter Aloe Meatal Size 10-16 (30-Pack) Cath,1,40.3
21240000162,Sterimar Baby Nsl Spy 50ml,1663,4305.21
1104020G0BBABAC,Ocufen_Eye Dps 0.03% 0.4ml Ud,11,520.1
23700107014,Hollister_Stoma Lubricant,128,1337.28
21020001350,OptiSmooth Hydrophillic Male Size 8-18 (30-Pack) Cath,26,3398.4
21020001113,Teleflex SafetyCat Fle Size 10-16 (50-Pack) Cath,7,1314.61
0704050B0BCAHBM,Viridal Duo_S/Pack Inj 10mcg Cart,75,2798.07
0902021S0BCAUDQ,Polyfusor S_Sod Chlor 0.9% 500ml Btl,10,1085.4
20030300021,Medihoney A-Bact Wound Gel 10g Wound Dress H/Base Top Applic,299,3208.64
23800608003,Bullen_Karaya Gum Pdr,14,79.52
0704050B0BCADAV,Viridal Duo_Cont Pack Inj 20mcg Cart,681,33945.93
1304000F0AABFBF,Betameth_Foam Aero 0.1% 100g,166,1735.5
20100000566,Chemipore 2.5cm x 5m Surg Adh Tape Perm Non-Wov Syn,143,166.5
21012500121,Sai-Meds Olive Oil Ear Dps Ear Wax Softening Med Dev 10ml,300,457.65
20090000740,Eesiban 15cm x 5m Stkntte Ribbed Tublr,19,409.6
20090000939,CliniFast 7.5cm x 1m (Blue) Stkntte Elasctd Viscose Tublr,208,446.16
21200000049,Activa Leg Ulcer Hose Kit Ex Exlge O/T Compress Liner Pack,87,1972.2
21210000006,Aequasyal Prote Mth Spy 40ml (App),90,1004.7
1203040E0BBADAE,Corsodyl_P/Spy (Mint) 0.2% 60ml,198,924.48
21200000167,Jobst FarrowHybrid AD1 Compress Liner Pack,205,7224.0
23803378009,Respond_Guard Non Sting Barrier Film 30ml,121,1333.71
21020001252,LoFric Primo Nelaton Paed Non-PVC 6 (30-Pack) Cath Wellspect,27,5497.45
20100000120,Elas Adh 2.5cm x 4.5m Surg Tape,59,420.75
23151061501,ProSys_Independence Adh Remover Aero 50ml,236,5146.83
21200000119,Altipress Long Ex Exlge Compress Liner Pack,39,942.4
20100000705,Insil 2cm x 3m Surg Adh Tape Soft Slc Fixation,30,271.19
21020001145,Hunter Aloe Hydro Male 10-16 (30-Pack) Cath,3,718.06
23453374516,Respond_Neutralise Grapefruit P/Spy 50ml,71,555.44
21020000255,Rusch PVC Riplex Jacques Ex Long Nelaton Male/Fle 8-14 Cath,19,2525.53
23803358000,Oakmed_Stoma Paste,65,1542.25
20100000595,Hypafix 30cm x 10m Surg Adh Tape Perm Non-Wov Syn,18,368.01
1203030B0BQAAAI,Ultra Chloraseptic_P/Spy 15ml (Orig),29,118.77
23450454500,B.Braun_DeOdour Deod Sach,13,229.88
20100000741,Chemipore-PE 2.5cm x 5m Surg Adh Tape Perm Non-Wov Syn,2,2.72
0801030P0BEAAFE,Zlatal_Inj 20mg/0.8ml Pfs,22,1670.24
21020000244,Rusch PVC Riplex Jaques Fle Nelaton 8-16 Cath (5-Pack),33,3450.58
1302020D0AAAGAG,Zn Ox/Dimeticone_Spy 12.5%/1.04% 115g,9,80.1
20100000250,Imperm Plas 7.5cm x 5m Surg Adh Tape,9,118.61
0601023AIBBACAC,Lyxumia_Inj 10mcg/20mcg TtInitiationPack,8,463.44
21200000106,Altipress Short Med Compress Liner Pack,8,153.14
21020000216,Bard Reliacath Plas Nelaton Paed 10 (5-Pack) Cath,8,288.6
090402000BBZUA0,Aymes Shake Extra_Pdr S/Pack,6,143.36
20030500120,Cutimed Gel 8g Wound Dress H/Gel Ster,20,114.18
21020001146,Hunter Aloe Hydro Fle 8-14 (30-Pack) Cath,1,205.16
20150000016,Histoacryl L 0.5ml Skin Adh Ster,9,67.2
21020001452,SafetyCat Active Nelaton Fle Ergothan Tip 6-14(30-Pack) Cath,7,878.9
21020000752,Unomedical Fle 10-14 (5-Pack) Cath,3,112.29
20100000618,Zn Ox 7.5cm x 5m Surg Adh Tape,4,89.7
21230000107,Gynomunal Vag Moist 15ml Tube,7,40.59
21300000194,Ocu-Lube HA 0.1% Sod Hyaluronate Eye Dps 10ml P/F,6,56.0
1501020R0BBAAA0,Nitrous Ox_Cylinder Size D 900L,3,143.18
21020001052,Rusch Flocath Hydro Gel Male 10-18 Tiemann (30-Pack) Cath,1,108.33
20090000475,easiGRIP 12cm x 0.5m Stkntte Elasctd Tublr Band,2,1.56
21020001196,Coloplast SpeediCath Compact Male OneSize 12/18(30-Pack)Cath,4624,1014858.96
0501013K0AAADAD,Co-Amoxiclav_Susp 125mg/31mg/5ml S/F,4586,11850.3
20100000532,Micropore 2.5cm x 5m Surg Adh Tape Perm Non-Wov Syn,4857,13530.57
21300000185,Hylo-Dual Sod Hyaluronate Eye Dps 10ml P/F,1313,17163.75
23153451504,Pelican_Release Non-Sting Adh Remover A/Spy 50ml,1906,60495.84
21020001505,M.Sauer iQ Hydro Nelaton Integ SalineSach Male10-18(30-Pack),512,93225.86
23153361507,Opus_Lift Medical Adh Remover Soln,84,741.28
21220000233,Cetraben Crm 50g,3703,25562.71
21012500100,T & R Sod Bicarb Ear Dps 5% Ear Wax Softening Med Dev 10ml,6969,9641.25
23804808008,ConvaTec_Stomahesive Paste,2164,51997.09
1003020P0AAADAD,Ibuprofen_Spy 5% 100ml,1482,11408.28
20090000461,Unspecified Stkntte 12cm x 0.5m Elasctd Tublr Band,48,67.34
23153361509,Opus_Lift Plus Medical Adh Remover A/Spy 50ml,1450,28234.53
20090001030,Comfifast MultiStretch 2-way Stch 7.5cmx1m (Blue) Stkntte,56,88.81
20031700015,Flaminal Forte 15g Tube Wound Dress Protease Matrix,2487,51524.89
21230000119,YES VM Vag Moist 100ml Tube,721,5691.0
20090001025,Comfifast MultiStretch 2-way Stch 5cmx1m (Green) Stkntte,3,7.56
23454104507,Salts_No-Roma Deod 28ml,67,417.56
23800108012,Hollister_Adapt Stoma Pdr,735,2751.87
20100000592,Hypafix 10cm x 10m Surg Adh Tape Perm Non-Wov Syn,728,4737.6
131002030AAABAB,Terbinafine HCl_Spy 1% 15ml,307,1374.32
21020001249,LoFric Primo Nelaton Male NonPVC 8-18(30-Pack)Cath Wellspect,2581,470119.47
21300000180,Cellusan Light 0.5% Carmellose Eye Dps 10ml P/F,990,6758.4
20030500045,Prontosan Wound Gel 30ml Wound Dress H/Gel Ster,561,9320.65
21200000040,Activa Leg Ulcer Hose Kit Sml Clsd Toe Compress Liner Pack,452,11571.84
20030500080,ActivHeal Hydrogel 15g Wound Dress H/Gel Ster,99,618.09
190203000BBAAA0,Homeopathic Preparation - Proprietary,160,3060.21
0411000G0AAAEAE,Memantine HCl_Tab 5/10/15/20mg Init/Pack,382,16777.57
23453374512,Respond_Neutralise Apple P/Spy 50ml,147,1149.04
21020001403,WyCath Hydrophilic Meatal Dilator Stnd Tip 8-18(30-Pack)Cath,17,921.6
20031400015,Dermatix Gel 15g Wound Dress Slc,274,6114.22
20100000573,Mefix 15cm x 5m Surg Adh Tape Perm Non-Wov Syn,120,806.0
0704050B0BCAEAW,Viridal Duo_Cont Pack Inj 10mcg Cart,374,13173.8
21300000197,SodiEye 5% Sod Chlor Eye Dps 10ml P/F,100,2029.46
0801030P0BEAGFK,Zlatal_Inj 15mg/0.6ml Pfs,16,1089.16
20090000630,Ribbed Cott 10cm x 5m Stkntte Tublr,67,731.46
23150701500,Dansac_Skin Lot Cleanser 50ml,168,1978.24
1311040K0BCAAAB,Betadine_Pdr A/Spy 2.5% 100ml,59,736.3
21020000873,Coloplast Self-Cath Nelaton Paed Size 6-8 (30-Pack),8,1508.87
20032000003,LQD Spy Biopolymer Wound Dress 12ml,103,5490.0
0106050B0BEABA0,Moviprep Orange_Oral Pdr Sach,47,725.2
23800108010,Hollister_Karaya Paste,73,1146.6
20100000574,Mefix 20cm x 5m Surg Adh Tape Perm Non-Wov Syn,59,588.24
21220000267,AquaDerm Aq Crm 100g,5,7.9
21020000840,Bard Interglide Ctd Intermit Male Nelaton 8-18 Cath,46,6879.73
20031400020,Kelo-cote Spy 100ml Wound Dress Slc,24,1836.0
21300000117,Lumecare Hypromellose Eye Dps 0.3% 10ml,234,613.47
21300000121,Lumecare Tear Drops Hypromellose Eye Dps 10ml,330,311.26
1202020P0BJAAAH,Sudafed_Blocked Nose N/Spy 0.1% 15ml,85,336.72
20100000708,Siltape 4cm x 1.5m Surg Adh Tape Soft Slc Fixation,53,987.83
20100000745,Aidpore Microporous 2.5cm x 5m Surg Adh Tape Perm Non-WovSyn,1,0.3
20090000211,Tubigrip 6.25cm x 0.5m Stkntte Elasctd Tublr Band,37,47.0
21020001171,Rochester HydroSil Gripper Paed Size 6-10 (30-Pack) Cath,18,1274.56
23802958002,M.Sauer_Preventox Skin Protecting Film + Applic,10,102.05
20100000642,Blue Dot Retention S/Cloth SurgTape 5cmx10m Perm Non-Wov Syn,2,1.92
21300000188,Ocufresh 0.3% Eye Dps 10ml,25,48.0
21200000107,Altipress Short Lge Compress Liner Pack,14,247.38
0205040V0BBAEAA,Hytrin_S/Pack (1mg/2mg) Tab,14,325.0
21020001167,Rochester HydroSil Slc Personal Paed Size 6-10 (30-Pack)Cath,3,446.2
21140000028,LINC Syrg Lubricant Gel 6ml,14,24.3
21020001302,Peak UltraSmooth Aqua Hydro Nelaton Male 10-16(30-Pack) Cath,1,82.8
20100000638,Scanpor 7.5cm x 10m Surg Adh Tape Perm Non-Wov Syn,18,95.46
21020001464,Pioneer mtg EZ-Advancer Min-Pak Intermit Male 12-16(25-Pack),2,991.62
0801030P0BEABFF,Zlatal_Inj 22.5mg/0.9ml Pfs,3,199.32
20090000550,Unspecified Stkntte 4.5cm x 0.5m Elasctd Tublr Band,4,2.48
21020001352,OptiSmooth Hydrophillic Fle Mini Size 8-16 (30-Pack) Cath,10,1345.2
21020000878,Coloplast SpeediCath Fle Size 6 (30-Pack) Cath,9,1147.75
21300000313,VIZhyal 0.17% Sod Hyaluronate Eye Dps 10ml P/F,2,11.4
20100000528,Blue Dot Microporous 2.5cmx10m Surg Adh Tape Perm Non-WovSyn,4,0.84
20030500086,Flamozil Hydrocolloid Gel 50g Wound Dress H/Gel Ster,4,45.15
21020001314,Bullen Hi-Slip Plus Hydro Nelaton Tiemann 10-20(30-Pack)Cath,4,681.12
20090000760,Eesiban 25cm x 5m Stkntte Ribbed Tublr,3,176.6
20031400063,Alhydran SPF30 Crm 59ml Wound Dress,5,241.36
21020001064,Rusch Flocath quick Nelaton Male Size 20 (30-Pack) Cath,1,37.35
21020001512,CliniMed Curan Advantage Nelaton UnisexSize8-14(30-Pack)Cath,4,551.74
21200000133,Clini Duo40 Exlge Compress Liner Pack,1,10.45
20090000469,easiGRIP 7.5cm x 0.5m Stkntte Elasctd Tublr Band,1,2.72
21020001078,IQ Cath Set Soft Tip Male 10-18 (30-Pack) Cath,4,841.83
21020001463,Pioneer mtg EZ-Advancer Intermit Male Firm 12-16 (25-Pack),1,70.83
23803328000,Oberos_Sopinol Skin Protectant 75g,2,15.76
